filenames,clean_text,label,title
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.sys.mac.hardware/50437,part posting removed sony cpd better video circuitry either two monitors display apple x vga x vga x though hz flicker apple x hz refresh flicker might able display apple x sure pixels would real small anyway might useful note either sony monitor need proper adapter connects video signals properly also informs macintosh video hardware display mode use part posting removed fred martin fredm media mit edu ames st rm e epistemology learning group mit media lab cambridge usa assuming cabling tells mac startup kind monitor connected think seen ads popular mac magazines products sure monitor video card package allow change resolutions fly w restarting mac buy would possible switch back forth apple x apple x without restarting mac strictly hardware startup function software intervene mac hardware occasionally probe cable setting switch automatically thanks,4,comp.sys.mac.hardware
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/talk.politics.misc/178867,tripe deleted phill trying convince everyone net fact abject moron reason repeating rubbish may make something fact whatever backwater posting wash save,18,talk.politics.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/sci.space/61258,would someone please send list historic space flights looking list flights ones something monumental happened better yet ftp site list shuttle flights,14,sci.space
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.sport.hockey/54900,ali letter deleted brevity roger responses might exclude sharing opinions see rights ali mail letter nhl ones let post replies mow like wheat harvest time never said represented entire internet entire group rec sport hockey every right state opinion along fifty sixty hundred odd folk agreed allow list names bottom may agree fine really care enough name change care name attached moan complain felt words leading well free feel way take exception manners never hurt personally disagree feel generalizations fine right think say ali compunction change single word free disagree every word wrote tear apart character uncalled posting form public reprimand tear ali integrity character publicly get chastised publicly return would hard say ali please bit specific description way read indicates stating view also simply true really like see disclaimer noting mean entire internet entire r h group attached despite intent list names bottom thanks cordially always c calling moron asshole reduces weight words opinions author eyes possibly others oh ali nice see someone standing something even something personally advocate,10,rec.sport.hockey
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/talk.politics.mideast/77230,elias davidsson writes ed following quotations zionist leaders appear ed numerous scholarly works dealing palestine question urge ed access original sources verify authenticity ed source post finding adhering truth whatever responsibility posting quotes context phony research center source unscholarly context agenda ridden sophmoric propaganda ever seen believe folks let take little stroll elias davidsson contributions understanding middle east ed quotations zionist leaders ed thing palestinians ed golda meir prime minister israel london sunday ed times june suggest meant think meant palestinians exist actually mean people self identify palestinians appear distinct ethnic group eyes golda meir ed however difficulty zionist ed dares avert eyes though rarely likes face ed palestine proper already inhabitants ed israel zangwill voice jerusalem london ed p written seventy three years ago people region jews jews jew rabid bigot ever called israel jews true true ed palestinians beasts walking two legs ed menachem begin prime minister israel speech ed knesset ed quoted amnon kapeliouk begin beasts new ed statesman june since inserted words palestinians cannot know begin talking someone wants embellish importance absurd pseudo organizational name like center policy research honest person ed process expropriation palestinians ed removal poor must carried ed discreetly circumspectly ed dr theodor herzl complete diaries herzl press ed p herzl died eighty nine years ago suggesting stated israel policy today ever seen israel even entertain policy exclude non jews let alone actually try remove non jews israel actually believe quote anything israel non jewish citizenry today idiot realize israel intention removing non jewish israelis nothing common liar one time give benefit doubt assume stupid ed shall try spirit penniless population ed palestinians across border procuring employment ed transit countries denying ed employment country ed theodor herzl complete diaries herzl press ed p quote man gone almost century within context modern day israel thomas jefferson owned slaves fact define united states today ed jews must expel arabs take place ed david ben gurion quoted shabtai teveth ben ed gurion palestine arabs oxford university press ed p say jews add also statement ten years israel became state bearing israel ed must everything ensure ed palestinian refugees never return ed david ben gurion diary july quoted ed michael bar zohar ben gurion armed prophet ed prentice hall p added words palestinian refugees misleading people believing ben gurion expressing hope people fled lands encouragement people king abdullah mufti jerusalem gloating people abandoning homes refering arabs jews war ed country mostly empty desert ed islands arab settlement ed shimon peres minister defense quoted david ed sling arming israel weidenfeld nicholson ed p time rebirth israel certainly true especially compared israel accomplished short decades ed story danger extermination ed jews blown justify annexation ed new arab territories ed mordechai bentov israeli cabinet minister al ed hamishmar april since israel annexed even one millimeter territory twenty six years quote irrelevant ed neither jewish ethics jewish tradition ed disqualify terrorism means combat ed yitzhak shamir hehazit summer journal ed lehi stern gang translated israeli daily ed al hamishmar december quoting man fighting promised time ancient biblical time balfour declaration short years back thought described terrorism jews include slaughtering olympic athletes brutally murdering innocent attacking school buses murdering another human sole reason arab ed domination jewish agriculture arab ed workers cancer body ed uzan israeli minister agriculture ha aretz ed december serious concerns work force consisted people outside israel wise concerned work force consisting foreigners good situation country ed one national home palestine ed jewish one equality partnership ed jews arabs ed montague david eder president zionist ed federation great britain ed doreen ingrams comp palestine papers ed seeds conflict george braziller p also meaning country formed seventeen years statement made obviously times change israel today believe peace talks make quote irrelevant ed single jewish village country ed built site arab village ed moshe dayan ha aretz april completely false ed people talk expelling ed arabs event new war instruments ed prepared ed aharon yariv former chief israeli military ed intelligence inquiry december expelled israel occupied territories new jersey way read get idea earth talking obviously ed palestine form portion ed rampart europe asia outpost civilization ed opposed barbarism ed dr theodor herzl jewish state london p ed interesting notion considering written nearly century ago quite visionary ed deeply believe launching preventive war ed arab states without hesitation ed achieve two targets firstly ed annihilation arab power secondly expansion ed territory ed menachem begin speech knesset october ed said nearly forty years ago begin dead obvious anybody israel expansionist would annexed occupied territories right captured israel would negotiating get rid ed last years people ed process building country nation ed expansion getting additional jews additional ed settlements order expand borders let ed jew say process ended let jew say ed near end road ed moshe dayan ariv july dead since israel annexed land since wasting bandwidth misleading quotes sync reality israel nothing make look like fanatic desperate sway people misleading ed let us today fling accusations palestinian ed arab murderers argue ed hatred eight years sit ed refugee camps gaza eyes ed turn homestead land villages ed forefathers lived ed generation settlers without steel helmet ed cannon cannot plant tree build home let ed us shrink back see hatred fermenting ed filling lives hundreds thousands arabs ed sit around us let us avert gaze ed hand shall slip fate generation ed choice life prepared armed strong ed tough otherwise sword slip ed first life snuffed ed moshe dayan eulogy roy rutenberg kibbutz nahal ed oz quoted uri avneri israel without zionists collier books macmillan new york p interesting quote true never lose sight plight people also recognize quote preceded disgusting wave arab terrorism violence directed innocent people began massacre israeli athletes munich continues day,17,talk.politics.mideast
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/misc.forsale/74806,sale baltimore dc area one mac x radius bit color dual page display adapter microtek z color scanner qms colorscript color postscript printer baud modem dyanfile k meg floppies software packages including pagemaker quark express style photoshop etc obo one compaq lte internal modem meg ram hard drive obo one compaq slt meg ram meg hard drive obo one compaq n motherboard make offer returned compaq service six muxes baud modems built make offer cpu multi user turbodos system offer,6,misc.forsale
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/rec.autos/102927,hi australia car enthusiast australia particularly interested american muscle cars makes amc ford chrysler mopar gm usa weeks may nd june chicago sun may thursday may denver friday may sunday may austin texas monday may friday may oklahoma city friday may monday may anaheim california tuesday may thursday may las vegas nevada friday may sunday may grand canion monday may tuesday june las angeles san diego vicinity wednesday june sunday june june south lake tahoe cal sunday june wednesday june reno thursday june san fransisco thursday june sunday june wondering anyone could send information car shows swap meets drag meets model car shows etc period anybody tell pomona swap meet year also places visit eg car museums private collections collection etc bit information appreciated also interested finding model cars scale models intersted amc cars particular interest amx javelin scrambler rebel machine others kits plastics diecast etc interested selling tell interested also send bring models australian high performance cars interested please reply email johnt spri levels unisa edu au thanks,7,rec.autos
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/talk.religion.misc/84080,simple surprised subject gets beat death month quick glance dictionary would clear confusion bandwidth newsgroup reading stephen jay gould essay evolution fact theory hurt either appears hen teeth horse toes could talk really important things like men nipples see gould male nipples clitoral ripples bully brontosaurus gee easy,19,talk.religion.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.crypt/14832,archive name ripem attacks last update mar possible attacks ripem living list potential weaknesses keep eyes open using ripem secure electronic mail go great detail almost certainly exhaustive obviously many weaknesses weaknesses cryptographically secured mail general pertain secure mail programs ripem maintained marc vanheyningen mvanheyn cs indiana edu posted monthly variety news groups followups pertaining specifically ripem go alt security ripem cryptanalysis attacks breaking rsa would allow attacker find private key case could read mail encrypted sign messages private key rsa generally believed resistant standard cryptanalytic techniques even standard key bits ripem long enough render impractical barring huge investment hardware breakthrough factoring breaking des would allow attacker read given message since message encrypted des would allow attacker claim des bits key thus could conceivably compromised brute force sufficient hardware agencies money devote simply read one message since message different des key work message would remain high key management attacks stealing private key would allow benefits breaking rsa safeguard encrypted des key derived passphrase type however attacker get copy private keyfile passphrase snooping network packets tapping lines whatever could break whole scheme main risk transferring either passphrase private key file across untrusted link run ripem trusted machine preferably one sitting right front ideally machine home maybe office nobody else physical access fooling accepting bogus public key someone else could allow opponent deceive sending secret messages rather real recipient enemy fool intended recipient well could encrypt messages bogus public key pass along important get proper public keys people common mechanism finger assuming opponent compromised routers daemons finger given fair amount trust strongest method key authentication exchange keys person however always practical people vouch signing statement containing key possible although ripem features automatically pgp ripem generate check md fingerprints public keys key files may exchanged via separate channel authentication playback attacks even opponent cannot break cryptography opponent could still cause difficulties example suppose send message mic pem mode provide disclosure protection alice says ok let opponent intercepts resends bob message authenticated telling course may interpret entirely different context opponent could transmit message recipient much later figuring would seen differently later time opponent could change originator name register public key send message hoping recipient send return mail indicating perhaps even quoting unknown message defeat playback attacks plaintext message include indication sender recipient unique identifier typically date good front end script ripem automatically imho recipient sure originator name header sender indicated within plaintext really recipient message old one also automated author faq made modest attempt automating process generating checking encapsulated headers programs included standard distribution utils directory local attacks clearly security ripem cannot greater security machine encryption performed example unix super user could manage get encrypted mail although would take planning effort something like replace ripem executable trojan horse get copy plaintext depending stored addition link machine running ripem extension decrypt ripem remote machine connected via network worse yet modem eavesdropper could see plaintext probably also passphrase ripem executed systems trust obviously extreme case ripem used machine total control nobody else access carefully examined software known free viruses however real trade convenience security moderately cautious user might use ripem unix workstation people access even root access increase security keeping private keys statically linked course executable floppy disk people keep ripem multi user system dialing insecure line download message system perform ripem decryption however security provided mechanism somewhat illusory since presumably type cleartext password log given away store since attacker log install traps account steal private key next time use less insecure line likely remain situation long systems use rather quaint mechanism cleartext password authentication find nice put brief statement carefully manage security arrangement plan next public key potential correspondents aware level precautions place people use two keys short one carefully managed ordinary use longer one treated greater care critical correspondence untrusted partner attacks ripem encryption ensure person private key corresponding public key used encrypt data may read traffic however someone key gets message may always make whatever kind transformations wishes exist cryptographic barriers recipient say taking encrypted message converting mic message signed readable anyone although ripem provide functionality indeed latest pem draft seen specifically states transformations possible allow forwarding functions work,11,sci.crypt
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.sport.baseball/104756,nothing wrong red neck us hicks even listen cultured music say aside try shit guy insulting think comes milk cows drive trucks yes even like baseball screw anyone like oh yeah learn difference city boy see thom unnumbered wanna member bob knepper fan club bkfc,9,rec.sport.baseball
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/misc.forsale/74764,porsche turbo trim spoilers graphite black around excellent condition removable factory sunroof leather interior new c new timing belt bra k miles obo patrick,6,misc.forsale
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.windows.x/66976,subject describe problem well please read trying write function creates xtappcontext widget displays widget destroys everything returns problem multiple calls function cause variety problems including depending calls make get rid things core dump badpixmap x error widget unmapped simple c program wrote show problem include x xlib h include xm xm h include xm pushb h void bla xtappcontext app display dis xopendisplay int junk widget top xtappinitialize app test null junk null null null widget box xtvacreatemanagedwidget blaaa xmpushbuttonwidgetclass top xmnheight xmnwidth null xtrealizewidget top xtappmainloop xevents int xevent event xtappnextevent app event xtdispatchevent event put xtunrealizewidget top xtdestroywidget top xtdestroyapplicationcontext app xclosedisplay dis main int bla note rewrote xtappmainloop given time example xevents function exit return main program example get following error consistent th call bla x error failed request badpixmap invalid pixmap parameter major opcode failed request x creategc resource id failed request xe serial number failed request current serial number output stream take xtunrealizewidget top line dumps core seconds call furthermore every time call xtappinitialize st time get warning initializing resource lists twice warning initializing translation manager twice finally question needs done order able call function creates xtappcontext widgets multiple times help would greatly appreciated please respond via email dont usually time read group thanks much davewood david rex wood davewood cs colorado edu university colorado boulder,5,comp.windows.x
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/soc.religion.christian/20891,let carry step doctors would claim infallible indeed would generally admit could conceivably wrong e g case blood tranfusion might turn necessary however doctors would enough confidence conviction claim genuine concern necessary fallible human beings must acknowledge possibility wrong however would also say doubts reasonable stand convictions,15,soc.religion.christian
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/soc.religion.christian/21787,alan also analyze lord addressing marvel alan said unto thee ye must born john alan jesus clearly directing remarks nicodemus alan ruler jews child yes jesus also made general doctrinal statement conversation flesh gives birth flesh spirit gives birth spirit john clearly infants born spirit thus without baptism unspiritual born image god adam fallen image cf gen righteousness adults righteousness imputed righteousness christ believers receive faith alan ask lord would even introduce alan concept spiritual birth baptism newborn babies alan free sin point little obscure think saying christ used innocence newborn babes metaphor spiritual birth look text speak spiritual birth spiritual birth born spirit twice several times also born flesh lord makes clear separate different events true scriptures refer spiritual birth birth second birth example titus second spiritual birth thing two births common concept birth used symbol new life innocence infant born conceived new life begun neither innocent righteous similarly individual baptized perhaps believe prior baptism begin new life christ romans colossians titus ephesians believer god assurance forgiveness sins christ imputed righteousness references see augsburg confession article ii original sin apology augsburg confession article ii original sin formula concord article original sin luther large catechism part baptism something recent see baptized god family doctrine infant baptism andrew das available northwestern publishing house andrew graduate concordia lutheran seminary st louis pursuing doctoral studies yale divinity school,15,soc.religion.christian
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.graphics/38230,delaunay triangulation geometrical dual voronoi tessellation constructions derived natural neighbor order aurenhammer f voronoi diagrams survey fundamental geometric data structure acm computing surveys p okabe boots b sugihara k spatial tessellations concepts applications voronoi diagrams wiley sons new york isbn p watson f computing n dimensional delaunay tessellation application voronoi polytopes computer j p watson f natural neighbour sorting australian computer j p,1,comp.graphics
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/talk.politics.misc/176913,advocating hate crimes laws aimed motivations acts like premeditated homicide treated stricter heat passion homicide set bomb world trade center charged one murder five deaths extensive property damage bomb single act,18,talk.politics.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.motorcycles/104883,valve seat wear tony,8,rec.motorcycles
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/comp.sys.ibm.pc.hardware/61121,anyone else make low radiation emission monitors besides nec compare necs quality emission wise tia les,3,comp.sys.ibm.pc.hardware
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/soc.religion.christian/20538,course still recommend michael read true reasonable douglas jacoby joe fisher,15,soc.religion.christian
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.sport.hockey/54110,generally agree however last night espn cut away baseball tonite looks like sportscenter tailored baseball cut away pacific quite contract espn deliver transistion plan let sportschannel pick slack nonetheless ultimately fault us american public regular season baseball precedence playoff hockey u support team support game somebody r h excellent idea write chrysler thank supporting hockey ads would consider products equally excellent idea watch baseball minutes know asking lot spew bags write advertising write letters complaining supporting baseball displeasure consider buying products,10,rec.sport.hockey
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.sys.mac.hardware/51894,op worked macintosh software loop whatever means doubt quadra specific problem get rid venerable bernoulli last year enough cartridges purchased make whole thing worth whole computer tech support guys ocean microsystems suggested third party drivers might fix problem case cartridges format mount partition ux hat megadrives worked perfectly mac plus powerbook reason assumed problem something quadra even quadra mostly worked ok problem occurred ejected cartridge drive would start popping dialog boxes saying cartridge must formatted jasmine driveware even though cartridge drive mark format confirmed apple computer sweden work apple dealer service tech problems quadras wanted format diskette syquest ther nothing drive problem fixed sytem mikael fredriksson email mikael fredriksson macexchange se mac exchange bbs pl lindome sweden bbs lines fax fido disclaimer mac exchange bbs cannot held responsible contents message,4,comp.sys.mac.hardware
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/rec.sport.baseball/104536,kc news report said mcrae really batting coach manager reason took job whatever reason royals need new manager late,9,rec.sport.baseball
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/talk.religion.misc/83934,cockroaches,19,talk.religion.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/rec.autos/103182,civic still come door model wife looked quite seriously prizm corolla civic well cars impressions three seemed well built features wanted similar features want except cruise control want manual transmission considering anti lock brakes also hate automatic seatbelts think airbag plus general comfort performance significant specific listed mazda comfortable roomy theoretically get abs dx model though practice hard find base price base model includes numerous little things like tach variable speed wipers rear defroster split folding rear seat expensive many cars listed honda civic dx gets significantly better mileage cars listed comfortable front seat adjustable seat belt mounting abs without ex model includes things like sunroof geo prizm toyota corolla seats comfortable us mileage may vary adjustable seat belt mounting get abs without lots extras saturn sl quite comfortable though sl less motorized attack belts dodge spirit real outstanding seemed generally ok rear seat fold chevy corsica comes abs standard lower would buy car safety ratings consumer reports first cars suspension feel stiff others would honda accord toyota camry expensive minds significantly better probably gave disproportionately low consideration big due wife family general dislike chrysler products b unimpressive gm products owned parents housemate mine c taurus comes automatic transmission find seat tempo uncomfortable escort attack belts air bag,7,rec.autos
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/soc.religion.christian/20537,contradict church last time however use church bolster evident many letters instance paul talks super apostles corinthians corinthians mentions people led away miracles signs wonders thessalonians tells timothy clear abandon faith teach lies timothy search teachers suit want hear timothy passages go throughout letters jesus warn matthew look promise last part verse gospel kingdom preached whole world testimony nations end come even today false teachings name two well familiar non need baptism praying jesus life salvation taught dead wrong taken context verses interpreted others plain made way jesus taught given luke luke commands baptism matthew church jesus founded though alive well persecuted much back laws allow yet persecuted joe fisher,15,soc.religion.christian
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/sci.crypt/15767,doug holland claims tom clancy provided recipe nuclear bombs clancy says omitted certain crucial steps know clancy knows rather repeating read told unclassified domain,11,sci.crypt
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/comp.os.ms-windows.misc/9534,student association runs small novell network subnetwork windows workgroups microsoft mail director finance en electrical engineering student would like gateway system either via slip university network thus internet least exchange e mail possibly also ftp etc would done via bps modem would like set would periodically call check mail would otherwise connect whenever needed best way gatewaying software available works best please reply dkmiller unixg ubc ca f dleung ee ubc ca cc read groups regularly mail best common question please pot faq ftp site,2,comp.os.ms-windows.misc
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/misc.forsale/76014,unless otherwise noted mainly interested used items following sale please contact email mbeck vtssi vt edu phone usmail michael beck progress street e blacksburg virginia please give much info possible brand age condition etc wanted computer equip cheap tape drive pretty much kind used memory ps model z new used macintosh computer mhz chip new used colorado tape drive megabyte preferr w tapes used key keyboard high density mb disk drive printer oms hp laser hp deskjet series printer pin deskjet high density mb disk drive external adaptec scsi bit hd fd controller used piggy back memory expansion intel inboard mb ide hard drive monitor resolution dot pitch better digital mult xt laptop systems go russia non computer equip drum set mult amps band tv bigger stereo vcr heads stereo receiver watts w dolby prologic surround sound capability bed full queen sized local offers please,6,misc.forsale
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/talk.politics.guns/54350,mention last year weaver affair anyway see waco affair interested peoples interpretations koresh people basically minding business weapons violations may committed disapproved prosecuting violations however think batf criminal starting negotiations military style assault firing house children noncombatants see leave token guard place wait bds approve tear gas approach caused fire started think fbi agent responsible spend years jail however koresh response tear gas kill everyone hold largely responsible deaths,16,talk.politics.guns
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/alt.atheism/53509,lucky baby obvious deformities could see mary gets pregnant wedlock save face joseph say god got pregnant baby turns deformed even worse stillborn lot explaining,0,alt.atheism
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/talk.politics.mideast/76098,attention israel line recipients friday april two arabs killed eight idf soldiers wounded west bank car bomb explosion israel defense forces radio galei zahal reports today car bomb explosion west bank today killed two palestinians wounded eight idf soldiers blast believed work suicide bomber radio reports said car packed butane gas exploded two parked buses one belonging idf civilian busses went flames blast killed arab man worked nearby snack bar mehola settlement israel radio report stated man killed may one set bomb according officials haemek hospital afula eight idf soldiers injured blast suffered light moderate injuries,17,talk.politics.mideast
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-train/sci.crypt/15647,preventing black market chips w non escrowed keys exactly mean protecting security key escrow system two parts security system preventing decruption unauthorized personel b assuring gummit always decrypt clipper traffic authorizes course ministry propoganda lot tallking little b rob boudrie rboudrie chpc org,11,sci.crypt
/Users/C305535/scikit_learn_data/20news_home/20news-bydate-test/comp.sys.mac.hardware/52108,cnn factiod last months stated computers u left hours day days week recall cnn source,4,comp.sys.mac.hardware
